id,text_clean,label
2967,not yet had ya sapna aunty manege y day hogidhe chinnu full weak and swalpa black agidhane,ham
2968,are you being good baby,ham
2969,neft transaction with reference number lt gt for rs lt decimal gt has been credited to the beneficiary account on lt gt at lt time gt lt gt,ham
2970,mostly sports type lyk footbl crckt,ham
2971,ma head dey swell oh thanks for making my day,ham
2972,u should make a fb list,ham
2973,height of confidence all the aeronautics professors wer calld amp they wer askd 2 sit in an aeroplane aftr they sat they wer told dat the plane ws made by their students dey all hurried out of d plane bt only 1 didnt move he said if it is made by my students this wont even start datz confidence,ham
2974,sary just need tim in the bollox it hurt him a lot so he tol me,ham
2975,happy new year princess,ham
2976,i ll text carlos and let you know hang on,ham
2977,don t worry is easy once have ingredients,ham
2978,i love u 2 my little pocy bell i am sorry but i love u,ham
2979,ok omw now you at castor,ham
2980,yar lor keep raining non stop or u wan 2 go elsewhere,ham
2981,xmas offer latest motorola sonyericsson nokia free bluetooth or dvd double mins 1000 txt on orange call mobileupd8 on 08000839402 or call2optout 4qf2,spam
2982,what u mean u almost done done wif sleeping but i tot u going to take a nap yup i send her liao so i m picking her up at ard 4 smth lor,ham
2983,7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ur lovely friendship good morning dear,ham
2984,tonight yeah i d be down for that,ham
2985,what should i eat fo lunch senor,ham
2986,he said that he had a right giggle when he saw u again you would possibly be the first person2die from nvq but think how much you could for,ham
2987,no break time one how i come out n get my stuff fr,ham
2988,reply to win 100 weekly what professional sport does tiger woods play send stop to 87239 to end service,spam
2989,i m there and i can see you but you can t see me maybe you should reboot ym i seen the buzz,ham
2990,do you still have the grinder,ham
2991,no 1 polyphonic tone 4 ur mob every week just txt pt2 to 87575 1st tone free so get txtin now and tell ur friends 150p tone 16 reply hl 4info,spam
2992,love isn t a decision it s a feeling if we could decide who to love then life would be much simpler but then less magical,ham
2993,hot live fantasies call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national rate call,spam
2994,k i did t see you k where are you now,ham
2995,so i m doing a list of buyers,ham
2996,no idea i guess we ll work that out an hour after we re supposed to leave since as usual nobody has any interest in figuring shit out before the last second,ham
2997,mm not entirely sure i understood that text but hey ho which weekend,ham
2998,they released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear,ham
2999,don know he is watching film in computer,ham
3000,no b4 thursday,ham
3001,oh then your phone phoned me but it disconnected,ham
3002,id onluy matters when getting on from offcampus,ham
3003,this message is free welcome to the new improved sex dogging club to unsubscribe from this service reply stop msgs 150p 18 only,spam
3004,excellent i ll see what riley s plans are,ham
3005,i will see in half an hour,ham
3006,you ve won tkts to the euro2004 cup final or 800 cash to collect call 09058099801 b4190604 pobox 7876150ppm,spam
3007,ew are you one of them,ham
3008,also hi wesley how ve you been,ham
3009,ah you see you have to be in the lingo i will let you know wot on earth it is when has finished making it,ham
3010,loan for any purpose 500 75 000 homeowners tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back help,spam
3011,update now 12mths half price orange line rental 400mins call mobileupd8 on 08000839402 or call2optout j5q,spam
3012,imagine life without me see how fast u are searching me don t worry l m always there to disturb u goodnoon,ham
3013,hm good morning headache anyone,ham
3014,yeah no probs last night is obviously catching up with you speak soon,ham
3015,free unlimited hardcore porn direct 2 your mobile txt porn to 69200 get free access for 24 hrs then chrgd 50p per day txt stop 2exit this msg is free,spam
3016,i might go 2 sch yar at e salon now v boring,ham
3017,lt gt mins but i had to stop somewhere first,ham
3018,lt gt is fast approaching so wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendship mother father teachers childrens day amp happy birthday 4 u happy ganesh festival happy dasara happy diwali happy christmas lt gt good mornings afternoons evenings nights rememberi am the first to wishing u all these your s raj,ham
3019,one of the joys in lifeis waking up each daywith thoughts that somewheresomeone cares enough tosend a warm morning greeting,ham
3020,i didn t get the second half of that message,ham
3021,wat time do u wan 2 meet me later,ham
3022,i thank you so much for all you do with selflessness i love you plenty,ham
3023,am in film ill call you later,ham
3024,how dare you change my ring,ham
3025,you are a very very very very bad girl or lady,ham
3026,i love ya too but try and budget your money better babe gary would freak on me if he knew,ham
3027,what part of don t initiate don t you understand,ham
3028,i finished my lunch already u wake up already,ham
3029,you still at the game,ham
3030,you have got tallent but you are wasting,ham
3031,what is your record for one night,ham
3032,also sir i sent you an email about how to log into the usc payment portal i ll send you another message that should explain how things are back home have a great weekend,ham
3033,gonna let me know cos comes bak from holiday that day is coming don t4get2text me number,ham
3034,jokin only lar depends on which phone my father can get lor,ham
3035,aight lemme know what s up,ham
3036,get ready for lt gt inches of pleasure,ham
3037,raji pls do me a favour pls convey my birthday wishes to nimya pls today is her birthday,ham
3038,ok i feel like john lennon,ham
3039,cos darren say considering mah so i ask,ham
3040,you are not bothering me but you have to trust my answers pls,ham
3041,wishing you and your family merry x mas and happy new year in advance,ham
3042,one day a crab was running on the sea shore the waves came n cleared the footprints of the crab crab asked being my frnd y r u clearing my beautiful footprints waves replied a fox was following ur footprints to catch you thats y i cleared it off frndsship never lets u dwn gud nyt,ham
3043,aight what time you want me to come up,ham
3044,slaaaaave where are you must i summon you to me all the time now don t you wish to come to me on your own anymore,ham
3045,your bill at 3 is 33 65 so thats not bad,ham
3046,let me know how it changes in the next 6hrs it can even be appendix but you are out of that age range however its not impossible so just chill and let me know in 6hrs,ham
3047,hello yeah i ve just got out of the bath and need to do my hair so i ll come up when i m done yeah,ham
3048,so how s the weather over there,ham
3049,ok not much to do here though h m friday cant wait dunno wot the hell im gonna do for another 3 weeks become a slob oh wait already done that,ham
3050,die now i have e toot fringe again,ham
3051,lol they don t know about my awesome phone i could click delete right now if i want,ham
3052,ok,ham
3053,awesome question with a cute answer someone asked a boy how is ur life he smiled amp answered she is fine gudnite,ham
3054,please leave this topic sorry for telling that,ham
3055,pls send me the correct name da,ham
3056,what happened to our yo date,ham
3057,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to 84025 now 4 chance 2 win 100 cash wkent 150p16,spam
3058,webpage s not available,ham
3059,just woke up yeesh its late but i didn t fall asleep til lt gt am,ham
3060,you are now unsubscribed all services get tons of sexy babes or hunks straight to your phone go to no subscriptions,spam
3061,dear all as we know lt gt th is the lt gt th birthday of our loving gopalettan we are planning to give a small gift on that day those who like to participate in that you are welcome please contact our admin team for more details,ham
3062,k k from tomorrow onwards started ah,ham
3063,what u talking bout early morning it s almost noon where your at,ham
3064,fine do you remember me,ham
3065,hi babe its jordan how r u im home from abroad and lonely text me back if u wanna chat xxsp visionsms com text stop to stopcost 150p 08712400603,spam
3066,ok how many should i buy,ham
3067,sounds good keep me posted,ham
3068,get a brand new mobile phone by being an agent of the mob plus loads more goodies for more info just text mat to 87021,spam
3069,ok so april cant wait,ham
3070,boy you best get yo ass out here quick,ham
